url,texto_bruto,texto_limpo
https://g1.globo.com/tecnologia/,"Áustria planeja proibir redes sociais para menores de 14 anos Áustria planeja proibir redes sociais para menores de 14 anos Proposta busca proteger crianças de algoritmos 'viciantes' e conteúdos nocivos; governo ainda discute como e quando aplicar a medida. É #FAKE que Daniel Vorcaro deu entrevista a William Bonner; site aplica golpe É #FAKE que Daniel Vorcaro deu entrevista a William Bonner; site aplica golpe Página mentirosa imita o UOL e atribui a ex-banqueiro recomendação de plataforma com promessa de ganhos exorbitantes. Ferramentas de detecção apontam uso de inteligência artificial nas 'fotos' usadas no conteúdo. Brasil x França: veja os memes sobre derrota da seleção no amistoso antes da Copa do Mundo Brasil x França: veja os memes sobre derrota da seleção no amistoso antes da Copa do Mundo A seleção brasileira perdeu de 2 a 1 para a França - e a internet reagiu. OpenAI suspende planos de lançar chatbot de conteúdo erótico OpenAI suspende planos de lançar chatbot de conteúdo erótico Medida expõe o conflito entre ambição comercial, cuidados éticos no desenvolvimento de IA e proteção de crianças e adolescentes. Elon Musk demite diretora e mais 20 em reestruturação do X, diz jornal Elon Musk demite diretora e mais 20 em reestruturação do X, diz jornal Segundo o Wall Street Journal, reestruturação ocorre após integração com a xAI e aproximação com a SpaceX, que pode realizar um IPO superior a US$ 1 trilhão. Justiça dos EUA rejeita ação da X, de Elon Musk, contra suposto ‘boicote’ de grandes empresas Justiça dos EUA rejeita ação da X, de Elon Musk, contra suposto ‘boicote’ de grandes empresas Ação foi movida pelo antigo Twitter, que acusava a Federação Mundial de Anunciantes e grandes companhias de boicotar ilegalmente a plataforma. Qual o impacto de condenação nos EUA para o futuro das big techs? 'Um divisor de águas para as redes sociais' Qual o impacto de condenação nos EUA para o futuro das big techs? 'Um divisor de águas para as redes sociais' A decisão pode ser o começo do fim das redes sociais como as conhecemos, escreve Zoe Kleinman, editora de tecnologia da BBC União Europeia acusa Pornhub, Stripchat, XNXX e XVideos de falhar na proteção de menores União Europeia acusa Pornhub, Stripchat, XNXX e XVideos de falhar na proteção de menores Investigação de 10 meses, baseada na Lei de Serviços Digitais, aponta falhas nos mecanismos de checagem de idade adotados pelas plataformas de conteúdo adulto. Snapchat é alvo de investigação da UE por suposta falha ao prevenir aliciamento de menores Snapchat é alvo de investigação da UE por suposta falha ao prevenir aliciamento de menores A investigação tem como base aa Lei de Serviços Digitais (DSA), que obriga grandes plataformas a combater conteúdos ilegais e prejudiciais, sob risco de multas que podem chegar a 6% do faturamento global. 'Primeiro-robô': Melania Trump desfila com robô humanoide em evento na Casa Branca;  VÍDEO 'Primeiro-robô': Melania Trump desfila com robô humanoide em evento na Casa Branca;  VÍDEO Primeira-dama dos Estados Unidos participou de um encontro educacional sobre inteligência artificial.",áustria planeja proibir redes sociais para menores de 14 anos áustria planeja proibir redes sociais para menores de 14 anos proposta busca proteger crianças de algoritmos viciantes e conteúdos nocivos governo ainda discute como e quando aplicar a medida. é fake que daniel vorcaro deu entrevista a william bonner site aplica golpe é fake que daniel vorcaro deu entrevista a william bonner site aplica golpe página mentirosa imita o uol e atribui a exbanqueiro recomendação de plataforma com promessa de ganhos exorbitantes. ferramentas de detecção apontam uso de inteligência artificial nas fotos usadas no conteúdo. brasil x frança veja os memes sobre derrota da seleção no amistoso antes da copa do mundo brasil x frança veja os memes sobre derrota da seleção no amistoso antes da copa do mundo a seleção brasileira perdeu de 2 a 1 para a frança e a internet reagiu. openai suspende planos de lançar chatbot de conteúdo erótico openai suspende planos de lançar chatbot de conteúdo erótico medida expõe o conflito entre ambição comercial cuidados éticos no desenvolvimento de ia e proteção de crianças e adolescentes. elon musk demite diretora e mais 20 em reestruturação do x diz jornal elon musk demite diretora e mais 20 em reestruturação do x diz jornal segundo o wall street journal reestruturação ocorre após integração com a xai e aproximação com a spacex que pode realizar um ipo superior a us 1 trilhão. justiça dos eua rejeita ação da x de elon musk contra suposto boicote de grandes empresas justiça dos eua rejeita ação da x de elon musk contra suposto boicote de grandes empresas ação foi movida pelo antigo twitter que acusava a federação mundial de anunciantes e grandes companhias de boicotar ilegalmente a plataforma. qual o impacto de condenação nos eua para o futuro das big techs um divisor de águas para as redes sociais qual o impacto de condenação nos eua para o futuro das big techs um divisor de águas para as redes sociais a decisão pode ser o começo do fim das redes sociais como as conhecemos escreve zoe kleinman editora de tecnologia da bbc união europeia acusa pornhub stripchat xnxx e xvideos de falhar na proteção de menores união europeia acusa pornhub stripchat xnxx e xvideos de falhar na proteção de menores investigação de 10 meses baseada na lei de serviços digitais aponta falhas nos mecanismos de checagem de idade adotados pelas plataformas de conteúdo adulto. snapchat é alvo de investigação da ue por suposta falha ao prevenir aliciamento de menores snapchat é alvo de investigação da ue por suposta falha ao prevenir aliciamento de menores a investigação tem como base aa lei de serviços digitais dsa que obriga grandes plataformas a combater conteúdos ilegais e prejudiciais sob risco de multas que podem chegar a 6 do faturamento global. primeirorobô melania trump desfila com robô humanoide em evento na casa branca vídeo primeirorobô melania trump desfila com robô humanoide em evento na casa branca vídeo primeiradama dos estados unidos participou de um encontro educacional sobre inteligência artificial.
